ax,ay,az,gyro_x,gyro_y,gyro_z,label
-0.0234375,0.0078125,0.99902344,0.,0.,0.,-1
-0.0234375,0.0078125,0.99902344,0.,0.,0.,-1
-0.02246094,0.00830078,0.99902344,0.,0.,0.,-1
-0.02246094,0.00830078,0.99902344,0.,0.,0.,-1
-0.02246094,0.0078125,0.99902344,0.06103516,0.,0.,-1
-0.02246094,0.0078125,0.99902344,0.06103516,0.,0.,-1
-0.0234375,0.0078125,0.99902344,0.,0.,0.,-1
-0.0234375,0.0078125,0.99902344,0.,0.,0.,-1
-0.0234375,0.00830078,0.99951172,0.,0.,0.,-1
-0.0234375,0.00830078,0.99951172,0.,0.,0.,-1
-0.02294922,0.00830078,0.99902344,0.,0.,0.,-1
-0.02294922,0.00830078,0.99902344,0.,0.,0.,-1
-0.0234375,0.0078125,0.99902344,-0.12207031,-0.12207031,0.,-1
-0.0234375,0.0078125,0.99902344,-0.12207031,-0.12207031,0.,-1
-0.02246094,0.0078125,0.99853516,-0.06103516,-0.12207031,0.,-1
-0.02246094,0.0078125,0.99853516,-0.06103516,-0.12207031,0.,-1
-0.02246094,0.00732422,0.99951172,0.12207031,0.06103516,0.,-1
-0.02246094,0.00732422,0.99951172,0.12207031,0.06103516,0.,-1
-0.02246094,0.00830078,0.99902344,0.12207031,0.06103516,0.,-1
-0.02246094,0.00830078,0.99902344,0.12207031,0.06103516,0.,-1
-0.02294922,0.00732422,0.99951172,-0.06103516,0.,0.,-1
-0.02294922,0.00732422,0.99951172,-0.06103516,0.,0.,-1
-0.02197266,0.0078125,0.99951172,0.,0.,0.,-1
-0.02197266,0.0078125,0.99951172,0.,0.,0.,-1
-0.02490234,0.00732422,1.,-0.06103516,0.,1.03759766,-1
-0.02490234,0.00732422,1.,-0.06103516,0.,1.03759766,-1
-0.02197266,0.00878906,1.00048828,0.30517578,0.18310547,0.42724609,-1
-0.02197266,0.00878906,1.00048828,0.30517578,0.18310547,0.42724609,-1
-0.02246094,0.00878906,0.99853516,0.9765625,0.67138672,0.,-1
-0.02246094,0.00878906,0.99853516,0.9765625,0.67138672,0.,-1
-0.02441406,0.00976562,0.99755859,-0.06103516,0.12207031,0.54931641,-1
-0.02441406,0.00976562,0.99755859,-0.06103516,0.12207031,0.54931641,-1
-0.03222656,0.01416016,0.99169922,-2.9296875,-1.52587891,1.58691406,-1
-0.03222656,0.01416016,0.99169922,-2.9296875,-1.52587891,1.58691406,-1
-1.41601562e-02,4.88281250e-04,1.00732422e+00,-6.46972656,-4.02832031,4.57763672,-1
-1.41601562e-02,4.88281250e-04,1.00732422e+00,-6.46972656,-4.02832031,4.57763672,-1
-0.02050781,0.00537109,1.,-4.27246094,-2.07519531,3.78417969,-1
-0.02050781,0.00537109,1.,-4.27246094,-2.07519531,3.78417969,-1
-0.02441406,0.00439453,0.99853516,-5.61523438,-2.31933594,6.22558594,-1
-0.02441406,0.00439453,0.99853516,-5.61523438,-2.31933594,6.22558594,-1
-0.01318359,-0.00634766,1.00146484,-5.37109375,-4.45556641,13.73291016,-1
-0.01318359,-0.00634766,1.00146484,-5.37109375,-4.45556641,13.73291016,-1
-0.02001953,0.00195312,0.99902344,-0.48828125,-0.48828125,3.90625,-1
-0.02001953,0.00195312,0.99902344,-0.48828125,-0.48828125,3.90625,-1
-0.01611328,-0.00146484,0.99902344,-1.46484375,-0.85449219,8.54492188,-1
-0.01611328,-0.00146484,0.99902344,-1.46484375,-0.85449219,8.54492188,-1
-0.01513672,-0.00341797,0.99951172,0.79345703,0.42724609,9.82666016,-1
-0.01513672,-0.00341797,0.99951172,0.79345703,0.42724609,9.82666016,-1
-0.02197266,0.00439453,0.99902344,0.73242188,0.54931641,4.76074219,-1
-0.02197266,0.00439453,0.99902344,0.73242188,0.54931641,4.76074219,-1
-1.61132812e-02,4.88281250e-04,1.00000000e+00,-1.09863281,-1.03759766,2.44140625,-1
-1.61132812e-02,4.88281250e-04,1.00000000e+00,-1.09863281,-1.03759766,2.44140625,-1
-0.01855469,0.,0.99902344,0.,0.12207031,0.06103516,-1
-0.01855469,0.,0.99902344,0.,0.12207031,0.06103516,-1
-0.015625,-0.00244141,0.99951172,1.70898438,1.70898438,-0.91552734,-1
-0.015625,-0.00244141,0.99951172,1.70898438,1.70898438,-0.91552734,-1
-0.02050781,0.00195312,0.99853516,0.06103516,0.06103516,0.,-1
-0.02050781,0.00195312,0.99853516,0.06103516,0.06103516,0.,-1
-0.01806641,0.,0.99951172,0.,0.,0.06103516,-1
-0.01806641,0.,0.99951172,0.,0.,0.06103516,-1
-0.01904297,0.,0.99902344,-0.06103516,0.,0.,-1
-0.01904297,0.,0.99902344,-0.06103516,0.,0.,-1
-1.85546875e-02,9.76562500e-04,9.99511719e-01,0.,0.,-0.06103516,-1
-1.85546875e-02,9.76562500e-04,9.99511719e-01,0.,0.,-0.06103516,-1
-1.75781250e-02,9.76562500e-04,9.99511719e-01,0.,-0.06103516,-0.12207031,-1
-1.75781250e-02,9.76562500e-04,9.99511719e-01,0.,-0.06103516,-0.12207031,-1
-1.90429688e-02,9.76562500e-04,9.99511719e-01,-0.06103516,-0.18310547,-0.18310547,-1
-1.90429688e-02,9.76562500e-04,9.99511719e-01,-0.06103516,-0.18310547,-0.18310547,-1
-0.01806641,0.,0.99902344,-0.06103516,-0.18310547,-0.12207031,-1
-0.01806641,0.,0.99902344,-0.06103516,-0.18310547,-0.12207031,-1
-0.01757812,0.,0.99853516,0.,-0.12207031,-0.24414062,-1
-0.01757812,0.,0.99853516,0.,-0.12207031,-0.24414062,-1
-1.80664062e-02,4.88281250e-04,9.99023438e-01,0.,-0.06103516,-0.24414062,-1
-1.80664062e-02,4.88281250e-04,9.99023438e-01,0.,-0.06103516,-0.24414062,-1
-1.70898438e-02,4.88281250e-04,9.99511719e-01,0.,0.,-0.18310547,-1
-1.70898438e-02,4.88281250e-04,9.99511719e-01,0.,0.,-0.18310547,-1
-1.75781250e-02,4.88281250e-04,9.99023438e-01,0.06103516,0.,-0.06103516,-1
-1.75781250e-02,4.88281250e-04,9.99023438e-01,0.06103516,0.,-0.06103516,-1
-1.80664062e-02,9.76562500e-04,9.98535156e-01,0.,0.,0.,-1
-1.80664062e-02,9.76562500e-04,9.98535156e-01,0.,0.,0.,-1
-0.01757812,0.,0.99951172,-0.06103516,0.,0.,-1
-0.01757812,0.,0.99951172,-0.06103516,0.,0.,-1
-0.01806641,0.,1.,0.,0.06103516,0.,-1
-0.01806641,0.,1.,0.,0.06103516,0.,-1
-0.01953125,0.,1.,0.06103516,0.12207031,0.,-1
-0.01953125,0.,1.,0.06103516,0.12207031,0.,-1
-0.01757812,0.,0.99951172,0.,0.,0.,-1
-0.01757812,0.,0.99951172,0.,0.,0.,-1
-0.01806641,0.,0.99902344,-0.06103516,-0.12207031,0.,-1
-0.01806641,0.,0.99902344,-0.06103516,-0.12207031,0.,-1
-0.01806641,0.,1.,0.,0.06103516,0.,-1
-0.01806641,0.,1.,0.,0.06103516,0.,-1
-0.01806641,0.,1.00097656,0.,0.,0.,-1
-0.01806641,0.,1.00097656,0.,0.,0.,-1
-1.80664062e-02,4.88281250e-04,9.99511719e-01,0.06103516,0.06103516,0.,-1
-1.80664062e-02,4.88281250e-04,9.99511719e-01,0.06103516,0.06103516,0.,-1
-1.90429688e-02,4.88281250e-04,9.98535156e-01,0.,0.,0.,-1
-1.90429688e-02,4.88281250e-04,9.98535156e-01,0.,0.,0.,-1
-0.01904297,0.,0.99951172,0.,0.,-0.06103516,-1
-0.01904297,0.,0.99951172,0.,0.,-0.06103516,-1
-0.01806641,0.,0.99902344,0.,-0.06103516,0.,-1
-0.01806641,0.,0.99902344,0.,-0.06103516,0.,-1
-1.85546875e-02,-4.88281250e-04,9.99511719e-01,0.,-0.06103516,0.,-1
-1.85546875e-02,-4.88281250e-04,9.99511719e-01,0.,-0.06103516,0.,-1
-0.01757812,0.,1.,0.,0.,0.,-1
-0.01757812,0.,1.,0.,0.,0.,-1
-0.01855469,0.,0.99951172,0.,0.,0.,-1
-0.01855469,0.,0.99951172,0.,0.,0.,-1
-1.80664062e-02,4.88281250e-04,1.00000000e+00,0.,0.,0.,-1
-1.80664062e-02,4.88281250e-04,1.00000000e+00,0.,0.,0.,-1
-0.01757812,0.,0.99951172,0.,0.,0.,-1
-0.01757812,0.,0.99951172,0.,0.,0.,-1
-1.80664062e-02,9.76562500e-04,9.99511719e-01,0.12207031,0.18310547,0.,-1
-1.80664062e-02,9.76562500e-04,9.99511719e-01,0.12207031,0.18310547,0.,-1
-0.01806641,0.,0.99951172,0.12207031,0.12207031,0.,-1
-0.01806641,0.,0.99951172,0.12207031,0.12207031,0.,-1
-0.01757812,0.,1.,0.24414062,0.18310547,0.,-1
-0.01757812,0.,1.,0.24414062,0.18310547,0.,-1
-1.80664062e-02,9.76562500e-04,9.99511719e-01,0.12207031,0.06103516,0.,-1
-1.80664062e-02,9.76562500e-04,9.99511719e-01,0.12207031,0.06103516,0.,-1
-1.85546875e-02,9.76562500e-04,1.00000000e+00,0.,0.06103516,0.,-1
-1.85546875e-02,9.76562500e-04,1.00000000e+00,0.,0.06103516,0.,-1
-1.80664062e-02,4.88281250e-04,9.99023438e-01,0.,0.,0.,-1
-1.80664062e-02,4.88281250e-04,9.99023438e-01,0.,0.,0.,-1
-0.01806641,0.,1.,0.,0.,0.,-1
-0.01806641,0.,1.,0.,0.,0.,-1
-0.01855469,0.,1.,0.06103516,0.06103516,0.,-1
-0.01855469,0.,1.,0.06103516,0.06103516,0.,-1
-1.80664062e-02,-4.88281250e-04,9.99511719e-01,0.06103516,0.,0.,-1
-1.80664062e-02,-4.88281250e-04,9.99511719e-01,0.06103516,0.,0.,-1
-1.80664062e-02,4.88281250e-04,1.00000000e+00,0.12207031,0.12207031,0.,-1
-1.80664062e-02,4.88281250e-04,1.00000000e+00,0.12207031,0.12207031,0.,-1
-0.01806641,0.,1.,0.,0.,0.,-1
-0.01806641,0.,1.,0.,0.,0.,-1
-1.80664062e-02,4.88281250e-04,1.00000000e+00,0.,0.,0.,-1
-1.80664062e-02,4.88281250e-04,1.00000000e+00,0.,0.,0.,-1
-0.01904297,0.,1.,0.06103516,0.,0.,-1
-0.01904297,0.,1.,0.06103516,0.,0.,-1
-0.01855469,0.,1.,0.12207031,0.,0.,-1
-0.01855469,0.,1.,0.12207031,0.,0.,-1
-0.01855469,0.,0.99902344,0.12207031,0.12207031,0.,-1
-0.01855469,0.,0.99902344,0.12207031,0.12207031,0.,-1
-1.75781250e-02,4.88281250e-04,9.98535156e-01,0.06103516,0.12207031,0.,-1
-1.75781250e-02,4.88281250e-04,9.98535156e-01,0.06103516,0.12207031,0.,-1
-0.01855469,0.,0.99951172,0.,0.,0.,-1
-0.01855469,0.,0.99951172,0.,0.,0.,-1
-0.01904297,0.,0.99902344,0.,0.,0.,-1
-0.01904297,0.,0.99902344,0.,0.,0.,-1
-1.85546875e-02,9.76562500e-04,9.98535156e-01,0.,0.,0.,-1
-1.85546875e-02,9.76562500e-04,9.98535156e-01,0.,0.,0.,-1
-1.85546875e-02,9.76562500e-04,9.99023438e-01,0.,0.,0.,-1
-1.85546875e-02,9.76562500e-04,9.99023438e-01,0.,0.,0.,-1
-1.85546875e-02,4.88281250e-04,9.99023438e-01,0.,0.,0.,-1
-1.85546875e-02,4.88281250e-04,9.99023438e-01,0.,0.,0.,-1
-0.01855469,0.,0.99902344,0.06103516,0.,0.,-1
-0.01855469,0.,0.99902344,0.06103516,0.,0.,-1
-0.01904297,0.,0.99902344,0.,0.,0.,-1
-0.01904297,0.,0.99902344,0.,0.,0.,-1
-1.85546875e-02,9.76562500e-04,9.99511719e-01,0.06103516,0.,0.,-1
-1.85546875e-02,9.76562500e-04,9.99511719e-01,0.06103516,0.,0.,-1
-0.01855469,0.,0.99902344,0.,0.,0.,-1
-0.01855469,0.,0.99902344,0.,0.,0.,-1
-0.01806641,0.00146484,1.,0.,0.,0.,-1
-0.01806641,0.00146484,1.,0.,0.,0.,-1
-1.80664062e-02,9.76562500e-04,9.99511719e-01,0.,0.,0.,-1
-1.80664062e-02,9.76562500e-04,9.99511719e-01,0.,0.,0.,-1
-1.80664062e-02,9.76562500e-04,9.99023438e-01,0.,0.,0.,-1
-1.80664062e-02,9.76562500e-04,9.99023438e-01,0.,0.,0.,-1
-1.85546875e-02,9.76562500e-04,9.99511719e-01,0.06103516,0.,0.,-1
-1.85546875e-02,9.76562500e-04,9.99511719e-01,0.06103516,0.,0.,-1
-0.01855469,0.00146484,1.,0.06103516,0.06103516,0.,-1
-0.01855469,0.00146484,1.,0.06103516,0.06103516,0.,-1
-1.90429688e-02,9.76562500e-04,1.00000000e+00,0.12207031,0.06103516,0.,-1
-1.90429688e-02,9.76562500e-04,1.00000000e+00,0.12207031,0.06103516,0.,-1
-0.01904297,0.,1.,0.,0.,0.,-1
-0.01904297,0.,1.,0.,0.,0.,-1
-1.80664062e-02,4.88281250e-04,9.99511719e-01,0.,0.,0.,-1
-1.80664062e-02,4.88281250e-04,9.99511719e-01,0.,0.,0.,-1
-1.95312500e-02,4.88281250e-04,9.99511719e-01,0.06103516,0.,0.,-1
-1.95312500e-02,4.88281250e-04,9.99511719e-01,0.06103516,0.,0.,-1
-1.85546875e-02,9.76562500e-04,1.00000000e+00,0.06103516,0.,0.,-1
-1.85546875e-02,9.76562500e-04,1.00000000e+00,0.06103516,0.,0.,-1
-1.80664062e-02,4.88281250e-04,9.99511719e-01,0.06103516,0.,0.,-1
-1.80664062e-02,4.88281250e-04,9.99511719e-01,0.06103516,0.,0.,-1
-1.85546875e-02,4.88281250e-04,1.00000000e+00,0.,0.,0.,-1
-1.85546875e-02,4.88281250e-04,1.00000000e+00,0.,0.,0.,-1
-0.01855469,0.,1.,0.,0.,0.,-1
-0.01855469,0.,1.,0.,0.,0.,-1
-1.7578125e-02,9.7656250e-04,1.0000000e+00,0.,0.,0.,-1
-1.7578125e-02,9.7656250e-04,1.0000000e+00,0.,0.,0.,-1
-1.85546875e-02,4.88281250e-04,9.99511719e-01,0.,0.,0.,-1
-1.85546875e-02,4.88281250e-04,9.99511719e-01,0.,0.,0.,-1
-1.7578125e-02,9.7656250e-04,1.0000000e+00,0.,0.,0.,-1
-1.7578125e-02,9.7656250e-04,1.0000000e+00,0.,0.,0.,-1
-1.85546875e-02,4.88281250e-04,1.00000000e+00,0.,-0.06103516,0.,-1
-1.85546875e-02,4.88281250e-04,1.00000000e+00,0.,-0.06103516,0.,-1
-0.01855469,0.,0.99951172,0.,0.,0.,-1
-0.01855469,0.,0.99951172,0.,0.,0.,-1
-1.80664062e-02,4.88281250e-04,9.99023438e-01,0.,0.,0.,-1
-1.80664062e-02,4.88281250e-04,9.99023438e-01,0.,0.,0.,-1
-1.85546875e-02,4.88281250e-04,9.99023438e-01,0.,0.,0.,-1
-1.85546875e-02,4.88281250e-04,9.99023438e-01,0.,0.,0.,-1
-1.80664062e-02,4.88281250e-04,9.99023438e-01,-0.12207031,0.,0.,-1
-1.80664062e-02,4.88281250e-04,9.99023438e-01,-0.12207031,0.,0.,-1
-1.85546875e-02,4.88281250e-04,9.98535156e-01,0.,0.,0.,-1
-1.85546875e-02,4.88281250e-04,9.98535156e-01,0.,0.,0.,-1
-1.90429688e-02,4.88281250e-04,9.99511719e-01,0.06103516,0.,0.,-1
-1.90429688e-02,4.88281250e-04,9.99511719e-01,0.06103516,0.,0.,-1
-1.80664062e-02,4.88281250e-04,9.98535156e-01,0.06103516,0.,0.,-1
-1.80664062e-02,4.88281250e-04,9.98535156e-01,0.06103516,0.,0.,-1
-1.85546875e-02,9.76562500e-04,9.98535156e-01,0.06103516,0.,0.,-1
-1.85546875e-02,9.76562500e-04,9.98535156e-01,0.06103516,0.,0.,-1
-1.90429688e-02,4.88281250e-04,9.99023438e-01,0.,0.,0.,-1
-1.90429688e-02,4.88281250e-04,9.99023438e-01,0.,0.,0.,-1
-0.01855469,0.00146484,1.,0.,0.,0.,-1
-0.01855469,0.00146484,1.,0.,0.,0.,-1
-1.80664062e-02,4.88281250e-04,9.99511719e-01,0.,0.,0.,-1
-1.80664062e-02,4.88281250e-04,9.99511719e-01,0.,0.,0.,-1
-0.01855469,0.,0.99902344,0.,0.,0.,-1
-0.01855469,0.,0.99902344,0.,0.,0.,-1
-1.90429688e-02,4.88281250e-04,9.99511719e-01,0.,0.,0.,-1
-1.90429688e-02,4.88281250e-04,9.99511719e-01,0.,0.,0.,-1
-1.85546875e-02,4.88281250e-04,1.00000000e+00,0.,0.,0.,-1
-1.85546875e-02,4.88281250e-04,1.00000000e+00,0.,0.,0.,-1
-0.01806641,0.,1.,0.,0.,0.,-1
-0.01806641,0.,1.,0.,0.,0.,-1
-1.80664062e-02,9.76562500e-04,9.99023438e-01,0.,0.,0.,-1
-1.80664062e-02,9.76562500e-04,9.99023438e-01,0.,0.,0.,-1
-0.01904297,0.,0.99902344,0.,0.,0.,-1
-0.01904297,0.,0.99902344,0.,0.,0.,-1
-1.85546875e-02,4.88281250e-04,9.99023438e-01,0.12207031,0.,0.,-1
-1.85546875e-02,4.88281250e-04,9.99023438e-01,0.12207031,0.,0.,-1
-1.80664062e-02,9.76562500e-04,9.99511719e-01,0.,0.06103516,0.,-1
-1.80664062e-02,9.76562500e-04,9.99511719e-01,0.,0.06103516,0.,-1
-0.01904297,0.,0.99951172,0.,0.,0.,-1
-0.01904297,0.,0.99951172,0.,0.,0.,-1
-1.90429688e-02,4.88281250e-04,9.99511719e-01,0.,0.,0.,-1
-1.90429688e-02,4.88281250e-04,9.99511719e-01,0.,0.,0.,-1
-1.80664062e-02,4.88281250e-04,9.99511719e-01,0.12207031,0.06103516,0.,-1
-1.80664062e-02,4.88281250e-04,9.99511719e-01,0.12207031,0.06103516,0.,-1
-1.85546875e-02,9.76562500e-04,9.98535156e-01,0.,0.06103516,0.,-1
-1.85546875e-02,9.76562500e-04,9.98535156e-01,0.,0.06103516,0.,-1
-0.01806641,0.00146484,0.99951172,0.,0.06103516,0.,-1
-0.01806641,0.00146484,0.99951172,0.,0.06103516,0.,-1
-1.85546875e-02,4.88281250e-04,1.00000000e+00,0.12207031,0.12207031,0.,-1
-1.85546875e-02,4.88281250e-04,1.00000000e+00,0.12207031,0.12207031,0.,-1
-1.90429688e-02,9.76562500e-04,9.99511719e-01,0.12207031,0.06103516,0.,-1
-1.90429688e-02,9.76562500e-04,9.99511719e-01,0.12207031,0.06103516,0.,-1
-1.90429688e-02,9.76562500e-04,9.99023438e-01,0.18310547,0.18310547,0.,-1
-1.90429688e-02,9.76562500e-04,9.99023438e-01,0.18310547,0.18310547,0.,-1
-0.01806641,0.00146484,0.99951172,0.24414062,0.12207031,0.,-1
-0.01806641,0.00146484,0.99951172,0.24414062,0.12207031,0.,-1
-1.80664062e-02,9.76562500e-04,9.99511719e-01,0.,0.,0.,-1
-1.80664062e-02,9.76562500e-04,9.99511719e-01,0.,0.,0.,-1
-0.01904297,0.00146484,1.,0.18310547,0.12207031,-0.42724609,-1
-0.01904297,0.00146484,1.,0.18310547,0.12207031,-0.42724609,-1
-0.01855469,0.00195312,0.99902344,0.54931641,0.42724609,-0.12207031,-1
-0.01855469,0.00195312,0.99902344,0.54931641,0.42724609,-0.12207031,-1
-2.00195312e-02,9.76562500e-04,9.98535156e-01,0.48828125,0.30517578,-0.18310547,-1
-2.00195312e-02,9.76562500e-04,9.98535156e-01,0.48828125,0.30517578,-0.18310547,-1
-0.01953125,0.00195312,0.99902344,0.9765625,0.85449219,-0.42724609,-1
-0.01953125,0.00195312,0.99902344,0.9765625,0.85449219,-0.42724609,-1
-0.01855469,0.00292969,0.99902344,0.24414062,0.18310547,-0.06103516,-1
-0.01855469,0.00292969,0.99902344,0.24414062,0.18310547,-0.06103516,-1
-0.02001953,0.00195312,0.99951172,0.12207031,0.12207031,0.,-1
-0.02001953,0.00195312,0.99951172,0.12207031,0.12207031,0.,-1
-0.02050781,0.00195312,0.99902344,0.61035156,0.36621094,-0.42724609,-1
-0.02050781,0.00195312,0.99902344,0.61035156,0.36621094,-0.42724609,-1
-1.90429688e-02,9.76562500e-04,1.00048828e+00,2.56347656,0.54931641,-1.52587891,-1
-1.90429688e-02,9.76562500e-04,1.00048828e+00,2.56347656,0.54931641,-1.52587891,-1
-0.01953125,0.00439453,1.,2.56347656,0.91552734,-1.70898438,-1
-0.01953125,0.00439453,1.,2.56347656,0.91552734,-1.70898438,-1
-0.02050781,0.00537109,0.99951172,1.34277344,0.91552734,-1.40380859,-1
-0.02050781,0.00537109,0.99951172,1.34277344,0.91552734,-1.40380859,-1
-0.02246094,0.00439453,0.99853516,0.48828125,0.36621094,-0.61035156,-1
-0.02246094,0.00439453,0.99853516,0.48828125,0.36621094,-0.61035156,-1
-0.02148438,0.00439453,1.,0.30517578,0.24414062,0.,-1
-0.02148438,0.00439453,1.,0.30517578,0.24414062,0.,-1
-0.02148438,0.00537109,0.99902344,0.06103516,0.06103516,0.,-1
-0.02148438,0.00537109,0.99902344,0.06103516,0.06103516,0.,-1
-0.02197266,0.00439453,0.99902344,0.,0.,-0.12207031,-1
-0.02197266,0.00439453,0.99902344,0.,0.,-0.12207031,-1
-0.02050781,0.00488281,0.99902344,0.,0.,-0.06103516,-1
-0.02050781,0.00488281,0.99902344,0.,0.,-0.06103516,-1
-0.02001953,0.00488281,0.99951172,0.,0.06103516,-0.06103516,-1
-0.02001953,0.00488281,0.99951172,0.,0.06103516,-0.06103516,-1
-0.02099609,0.00439453,0.99902344,0.,0.06103516,0.,-1
-0.02099609,0.00439453,0.99902344,0.,0.06103516,0.,-1
-0.02099609,0.00537109,0.99951172,0.24414062,0.18310547,-0.12207031,-1
-0.02099609,0.00537109,0.99951172,0.24414062,0.18310547,-0.12207031,-1
-0.02197266,0.00537109,0.99902344,0.24414062,0.12207031,-0.12207031,-1
-0.02197266,0.00537109,0.99902344,0.24414062,0.12207031,-0.12207031,-1
-0.02197266,0.00488281,0.99951172,0.,0.,-0.06103516,-1
-0.02197266,0.00488281,0.99951172,0.,0.,-0.06103516,-1
-0.02099609,0.00537109,1.,0.,-0.06103516,0.,-1
-0.02099609,0.00537109,1.,0.,-0.06103516,0.,-1
-0.02099609,0.00439453,0.99853516,0.,0.,0.,-1
